Date,Close
1,227.35
2,228.86
3,226.76
4,230.09
5,234.68
6,239.44
7,240.02
8,243.55
9,238.29
10,238.59
11,240.08
12,234.82
13,230.33
14,230.24
15,229.92
16,228.8
17,232.79
18,232.72
19,231.24
20,230.86
21,226.61
22,230.52
23,229.96
24,234.28
25,234.84
26,234.21
27,232.85
28,239.34
29,236.62
30,236.25
31,237.57
32,237.4
33,239.09
34,238.69
35,240.59
36,246.42
37,243.27
38,242.69
39,244.32
40,245.33
41,247.53
42,245.59
43,249.94
44,252.59
45,254.81
46,262.94
47,271.2
48,262.9
49,264.42
50,270.22
51,267.33
52,274.41
53,277.46
54,282.66
55,283.07
56,286.13
57,294.4
58,303.89
59,313.59
60,326
61,312.43
62,325.08
63,359.35
64,400.71
65,408.74
66,387.51
67,374.95
68,384.8
69,373.49
70,380.04
71,337.93
72,312.58
73,336.86
74,337.29
75,333.55
76,319.93
77,331.59
78,335.77
79,334.97
80,326.31
81,321.99
82,327.17
83,324.34
84,323.26
85,320.16
86,328.98
87,353.3
88,358.18
89,357.66
90,371.86
91,376.91
92,362.73
93,359.43
94,361.31
95,363.48
96,388.86
97,388.46
98,395.86
99,418.14
100,418.04
101,415.25
102,453.9
103,435.9
104,433.54
105,443.84
106,465.5
107,455.37
108,455.99
109,463.84
110,462.23
111,442.5
112,437.76
113,435.5
114,442.84
115,454.85
116,455.31
117,417.22
118,422.52
119,421.26
120,432.62
121,426.14
122,430.05
123,434.46
124,433.59
125,430.36
126,433.49
127,432.25
128,429.46
129,458.28
130,453.37
131,449.14
132,448.96
133,448.38
134,432.88
135,432.04
136,429.73
137,358.77
138,387.66
139,380.21
140,385.84
141,377.74
142,418.74
143,409.94
144,381.76
145,386.19
146,402.61
147,390.66
148,391.43
149,394.63
150,379.38
151,378.2
152,376.94
153,367.13
154,371.25
155,372.88
156,368.93
157,388.61
158,385.34
159,375.4
160,375.28
161,371.1
162,373.32
163,379.96
164,377.72
165,383.13
166,392.18
167,406.74
168,399.48
169,407.36
170,415.56
171,421.64
172,420.33
173,436.52
174,438.98
175,438.07
176,419.98
177,424.36
178,423.52
179,432.06
180,432.14
181,432.64
182,436.61
183,433.64
184,421.6
185,419.47
186,407.98
187,397.83
188,404.55
189,412.98
190,411.76
191,412.62
192,416.16
193,419.89
194,410.13
195,412.29
196,415.09
197,415.38
198,416.25
199,418.45
200,408.04
201,408.52
202,410.75
203,411.42
204,416.93
205,417.39
206,414.34
207,415.69
208,416.73
209,425.38
210,422.76
211,415.55
212,412.69
213,415.16
214,417.01
215,419.69
216,419.38
217,419.42
218,422.65
219,421.7
220,421.2
221,418.09
222,418.42
223,421.11
224,422.99
225,425.99
226,424.4
227,425.11
228,429.98
229,430.84
230,427.86
231,429.05
232,436.1
233,442.16
234,451.1
235,447.64
236,452.58
237,460.33
238,462.51
239,467.8
240,445.01
241,449.86
242,456.35
243,449.33
244,453.04
245,444.51
246,450.27
247,446.96
248,448.53
249,460.37
250,459.46
251,459.44
252,461.49
253,450.99
254,452.11
255,454.82
256,455.73
257,455.75
258,457.85
259,453.41
260,452.75
261,453.38
262,436.73
263,442.95
264,443.13
265,438.77
266,443.73
267,445.13
268,449.23
269,453.82
270,473.47
271,525.43
272,524.08
273,532.59
274,531.8
275,536.42
276,538.14
277,570.47
278,573.45
279,574.11
280,585.53
281,577.86
282,583.1
283,576.45
284,579.13
285,611.78
286,675.34
287,705.62
288,685.99
289,696.32
290,768.24
291,747.55
292,755.68
293,764.04
294,727.95
295,665.88
296,602.89
297,625.49
298,665.16
299,665.33
300,630.25
301,658.4
302,646.3
303,639.08
304,672.48
305,676.52
306,703.69
307,659.69
308,681.63
309,668.09
310,676.11
311,639.76
312,664.74
313,650.63
314,649.96
315,649.03
316,664.84
317,653.93
318,659.64
319,664.88
320,663.54
321,679.05
322,673.59
323,673.84
324,666.18
325,665.1
326,650.82
327,654.86
328,661.05
329,655.13
330,651.08
331,655.44
332,655.63
333,656.67
334,654.98
335,625.88
336,607.37
337,552.82
338,565.26
339,578.32
340,574.96
341,588.42
342,592.78
343,590.62
344,584.76
345,592.89
346,586.52
347,586.03
348,585.08
349,571.44
350,567.2
351,576.25
352,571.74
353,572.5
354,573.66
355,580.7
356,580.69
357,584.73
358,581.28
359,577.99
360,575.73
361,578.16
362,568.67
363,573.55
364,572.36
365,576
366,572.33
367,571.69
368,574.15
369,598.38
370,608.92
371,606.03
372,611.07
373,614.79
374,624.95
375,621.8
376,622.21
377,605.81
378,606.31
379,606.92
380,608.22
381,605.21
382,606.33
383,605.29
384,608.7
385,608.53
386,599.47
387,595.8
388,595.03
389,601.71
390,601.34
391,599.18
392,606.81
393,604.76
394,603.52
395,605.06
396,608.44
397,613.93
398,610.29
399,612.34
400,609.37
401,610.88
402,610.9
403,616.49
404,616.6
405,614.62
406,617.42
407,639.37
408,635.08
409,635.02
410,638.37
411,637.37
412,639.83
413,636.92
414,635.51
415,628.15
416,628.62
417,630.15
418,652.71
419,649.24
420,648.4
421,652.89
422,674.36
423,686.52
424,688.1
425,712.87
426,696.35
427,697.37
428,729.27
429,742.46
430,687.51
431,702.54
432,704.16
433,712.24
434,704.02
435,709.15
436,721.19
437,713.67
438,716.56
439,703.55
440,702.5
441,706.39
442,711.96
443,742.07
444,735.41
445,749.68
446,750.63
447,728.61
448,736.72
449,748.22
450,741.6
451,736.4
452,738.28
453,732.82
454,728.42
455,731.75
456,731.76
457,742.01
458,753.25
459,771.41
460,764.97
461,766.46
462,750.71
463,758.81
464,763.9
465,766.75
466,770.41
467,773.21
468,768.62
469,777.91
470,775.25
471,776.64
472,775.48
473,780.85
474,788.58
475,788.59
476,790.16
477,798.78
478,833.1
479,858.74
480,916.79
481,894.2
482,894.48
483,902.55
484,931.11
485,978.01
486,969.62
487,960.47
488,968.23
489,997.69
490,1018.05
491,1030.82
492,1129.87
493,1005.81
494,895.67
495,905.17
496,913.52
497,899.35
498,904.79
499,775.98
500,802.83
501,826.12
502,818.64
503,822.42
504,830.26
505,904.45
506,884.25
507,898.02
508,891.62
509,920.01
510,925.33
511,912.69
512,885.65
513,894.11
514,915.1
515,918.56
516,920.28
517,914.04
518,920.24
519,967.67
520,987.35
521,1007.79
522,1018.11
523,1033.65
524,1013.99
525,1024.61
526,1052.54
527,1054.34
528,988.95
529,993.08
530,1010
531,999.51
532,996.86
533,1009.25
534,1009.12
535,1034.08
536,1053.12
537,1058.41
538,1052.82
539,1083.24
540,1123.66
541,1122.19
542,1178.38
543,1180.92
544,1151.58
545,1179.97
546,1194.28
547,1190.89
548,1230.02
549,1260.92
550,1290.79
551,1267.68
552,1277.68
553,1280.87
554,1232.43
555,1150.48
556,1191.81
557,1117.02
558,1181.64
559,1229.5
560,1243.24
561,1246.31
562,1259.6
563,1172.91
564,1070.13
565,970.6
566,1017.8
567,1041.34
568,1115.04
569,1037.44
570,1029.95
571,935.95
572,964.69
573,965.23
574,1040.49
575,1044.25
576,1040.39
577,1037.53
578,1079.75
579,1089.51
580,1098.78
581,1147.63
582,1143.75
583,1135
584,1190.6
585,1193.02
586,1184.82
587,1210.05
588,1213.34
589,1224.77
590,1216.5
591,1178.53
592,1183.44
593,1180.7
594,1184.79
595,1203.73
596,1217.6
597,1226.94
598,1255.4
599,1257.13
600,1244.37
601,1248.22
602,1248.32
603,1263.54
604,1284.84
605,1329.19
606,1320.05
607,1327.04
608,1347.96
609,1402.08
610,1443.68
611,1492
612,1515.63
613,1512.21
614,1548.29
615,1555.47
616,1639.32
617,1706.93
618,1756.8
619,1807.37
620,1676.99
621,1759.96
622,1772.42
623,1697.38
624,1718.2
625,1802.16
626,1887.33
627,1968.1
628,2051.73
629,2055.62
630,2139.03
631,2291.48
632,2476.3
633,2357.5
634,2247.48
635,2106.31
636,2207.58
637,2289.87
638,2197.23
639,2330.23
640,2452.18
641,2517.41
642,2555.65
643,2552.81
644,2736.59
645,2914.08
646,2694.22
647,2825.03
648,2826.7
649,2942.34
650,3018.54
651,2682.59
652,2738.93
653,2494.48
654,2456.92
655,2528.1
656,2664
657,2576.17
658,2641.66
659,2778.83
660,2712.16
661,2740.79
662,2738.22
663,2619.12
664,2594.45
665,2485.36
666,2593.17
667,2584.56
668,2561.56
669,2499.98
670,2460.2
671,2529.78
672,2581.07
673,2625.07
674,2629.27
675,2619.11
676,2521.24
677,2579.93
678,2525.67
679,2371.96
680,2332.19
681,2423.16
682,2364.52
683,2232.65
684,1993.26
685,1938.94
686,2244.26
687,2327.9
688,2294.4
689,2877.39
690,2694.29
691,2838.81
692,2762.63
693,2779.04
694,2591.22
695,2550.18
696,2697.47
697,2805.18
698,2720.08
699,2746.33
700,2873.83
701,2735.59
702,2723.58
703,2814.36
704,2883.68
705,3301.76
706,3255
707,3431.97
708,3453.16
709,3377.54
710,3445.28
711,3679.61
712,3917.65
713,4111.2
714,4382.74
715,4204.43
716,4425.3
717,4316.34
718,4159.46
719,4206.13
720,4111.22
721,4054.94
722,4137.67
723,4191.22
724,4362.47
725,4408.32
726,4387.46
727,4394.51
728,4439.66
729,4648.13
730,4630.73
731,4764.87
732,4950.72
733,4643.97
734,4631.69
735,4319.72
736,4422.12
737,4626.72
738,4638.1
739,4317.54
740,4291.88
741,4191.17
742,4188.84
743,4148.27
744,3874.26
745,3226.41
746,3686.9
747,3678.74
748,3672.57
749,4067.08
750,3897
751,3858.09
752,3612.68
753,3603.31
754,3777.29
755,3662.12
756,3927.5
757,3895.51
758,4208.56
759,4185.29
760,4164.1
761,4353.05
762,4394.64
763,4404.1
764,4320.09
765,4225.92
766,4322.75
767,4370.24
768,4437.03
769,4596.96
770,4772.97
771,4754.7
772,4830.77
773,5439.13
774,5640.13
775,5809.69
776,5697.39
777,5754.22
778,5595.23
779,5572.2
780,5699.58
781,5984.09
782,6013.23
783,5984.96
784,5895.3
785,5518.85
786,5733.9
787,5888.14
788,5767.68
789,5732.82
790,6140.53
791,6121.8
792,6447.67
793,6750.17
794,7030
795,7161.45
796,7387
797,7382.45
798,6958.21
799,7118.8
800,7458.79
801,7146.78
802,6570.31
803,6337
804,5857.32
805,6517.68
806,6598.77
807,7279
808,7843.94
809,7689.91
810,7776.94
811,8033.94
812,8238.2
813,8095.59
814,8230.69
815,8002.64
816,8201.46
817,8763.78
818,9326.59
819,9739.05
820,9908.23
821,9816.35
822,9916.54
823,10859.56
824,10895.01
825,11180.89
826,11616.85
827,11696.06
828,13708.99
829,16858.02
830,16057.14
831,14913.4
832,15036.96
833,16699.68
834,17178.1
835,16407.2
836,16531.08
837,17601.94
838,19343.04
839,19086.64
840,18960.52
841,17608.35
842,16454.72
843,15561.05
844,13857.14
845,14548.71
846,13975.44
847,13917.03
848,15745.26
849,15378.28
850,14428.76
851,14427.87
852,12629.81
853,13860.14
854,13412.44
855,14740.76
856,15134.65
857,15155.23
858,16937.17
859,17135.84
860,16178.49
861,14970.36
862,14439.47
863,14890.72
864,13287.26
865,13812.71
866,14188.78
867,13619.03
868,13585.9
869,11348.02
870,11141.25
871,11250.65
872,11514.92
873,12759.64
874,11522.86
875,10772.15
876,10839.83
877,11399.52
878,11137.24
879,11090.06
880,11407.15
881,11694.47
882,11158.39
883,10035
884,10166.51
885,9052.58
886,8827.63
887,9224.39
888,8186.65
889,6914.26
890,7700.39
891,7581.8
892,8237.24
893,8689.84
894,8556.61
895,8070.8
896,8891.21
897,8516.24
898,9477.84
899,10016.49
900,10178.71
901,11092.15
902,10396.63
903,11159.72
904,11228.24
905,10456.17
906,9830.43
907,10149.46
908,9682.38
909,9586.46
910,10313.08
911,10564.42
912,10309.64
913,10907.59
914,11019.52
915,11438.65
916,11479.73
917,11432.98
918,10709.53
919,9906.8
920,9299.28
921,9237.05
922,8787.16
923,9532.74
924,9118.27
925,9144.15
926,8196.9
927,8256.99
928,8269.33
929,7862.11
930,8196.02
931,8594.19
932,8915.9
933,8895.4
934,8712.89
935,8918.74
936,8535.89
937,8449.83
938,8138.34
939,7790.16
940,7937.2
941,7086.49
942,6844.32
943,6926.02
944,6816.74
945,7049.79
946,7417.89
947,6789.3
948,6774.75
949,6620.41
950,6896.28
951,7022.71
952,6773.94
953,6830.9
954,6939.55
955,7916.37
956,7889.23
957,8003.68
958,8357.04
959,8051.34
960,7890.15
961,8163.69
962,8273.74
963,8863.5
964,8917.6
965,8792.83
966,8938.3
967,9652.16
968,8864.09
969,9279
970,8978.33
971,9342.47
972,9392.03
973,9244.32
974,9067.71
975,9219.86
976,9734.67
977,9692.72
978,9826.6
979,9619.14
980,9362.53
981,9180.16
982,9306
983,9014.61
984,8406.17
985,8467.66
986,8688.03
987,8675.21
988,8474.24
989,8340.3
990,8058.6
991,8240.72
992,8234.15
993,8520.81
994,8395.23
995,7983.52
996,7502.56
997,7578.69
998,7460.69
999,7334.16
1000,7344.97
1001,7105.67
1002,7460.58
1003,7375.67
1004,7487.19
1005,7518.24
1006,7636.19
1007,7711.36
1008,7490.59
1009,7616.89
1010,7655.98
1011,7688
1012,7616.1
1013,7497.34
1014,6765.8
1015,6877.18
1016,6548.33
1017,6299.52
1018,6637.74
1019,6410.72
1020,6485.87
1021,6443.67
1022,6709.48
1023,6737.41
1024,6758.38
1025,6717.2
1026,6053.9
1027,6170.56
1028,6150.19
1029,6247.47
1030,6074.92
1031,6132.56
1032,5848.26
1033,6203.9
1034,6387.31
1035,6347.86
1036,6613.27
1037,6504.93
1038,6584.77
1039,6531.2
1040,6600.99
1041,6755.56
1042,6704.18
1043,6664.21
1044,6302.49
1045,6381.87
1046,6245.63
1047,6217.61
1048,6247.23
1049,6349.04
1050,6726.4
1051,7314.94
1052,7378.76
1053,7470.82
1054,7330.54
1055,7404.29
1056,7396.29
1057,7717.5
1058,8397.63
1059,8166.76
1060,7929.61
1061,8183.02
1062,8229.96
1063,8215.56
1064,8168
1065,7726.89
1066,7603.75
1067,7535.02
1068,7415.56
1069,7009.09
1070,7026.99
1071,6937.07
1072,6717.21
1073,6280.58
1074,6537.9
1075,6143.3
1076,6233.38
1077,6312.83
1078,6252.37
1079,6192.31
1080,6270.04
1081,6314.24
1082,6583.24
1083,6395.35
1084,6485.75
1085,6256.61
1086,6477.38
1087,6357.59
1088,6525.61
1089,6692.62
1090,6732.5
1091,6707.63
1092,6907.66
1093,7076.74
1094,7035.81
1095,6982.4
1096,7013.97
1097,7013.97
